"ï..Antibiotic","Country","X..non.susceptibles","Intermediate","Nonsusceptible","tested","Pathogen","Resistant","SPECIMEN..Sample.","Susceptible"
"Cefotaxime","United Arab Emirates","",0,0,0,"Escherichia coli",0,"urine",0
"Cefotaxime","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Doripenem","Philippines","67%",0,0,3,"Escherichia coli",2,"urine",1
"Ertapenem","Korea","0%",0,0,2,"Escherichia coli",0,"urine",2
"Ertapenem","Tunisia","67%",0,0,3,"Escherichia coli",2,"urine",1
"Cefepime","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Cefepime","Philippines","0%",0,0,2,"Escherichia coli",0,"urine",2
"Imipenem","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Imipenem","Philippines","",0,0,0,"Escherichia coli",0,"urine",0
"Imipenem","Tunisia","0%",0,0,1,"Escherichia coli",0,"urine",1
"Cephalosporins","United Arab Emirates","100%",0,0,1,"Escherichia coli",1,"urine",0
"Cephalosporins","Tunisia","25%",0,0,4,"Escherichia coli",1,"urine",3
"Carbapenems","Tunisia","",0,0,0,"Escherichia coli",0,"urine",0
"Fluoroquinolones","Philippines","",0,0,0,"Escherichia coli",0,"urine",0
"Levofloxacin","United Arab Emirates","0%",0,0,1,"Escherichia coli",0,"urine",1
"Levofloxacin","Philippines","",0,0,0,"Escherichia coli",0,"urine",0
"Meropenem","United Arab Emirates","",0,0,0,"Escherichia coli",0,"urine",0
"Meropenem","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Meropenem","Philippines","",0,0,0,"Escherichia coli",0,"urine",0
"Meropenem","Tunisia","100%",0,0,1,"Escherichia coli",1,"urine",0
"Co-trimoxazole","United Arab Emirates","0%",0,0,1,"Escherichia coli",0,"urine",1
"Co-trimoxazole","Philippines","100%",0,0,1,"Escherichia coli",1,"urine",0
"Ceftazidime","United Arab Emirates","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Ceftazidime","Korea","100%",2,0,3,"Klebsiella pneumoniae",1,"urine",0
"Ceftazidime","Philippines","67%",0,0,3,"Klebsiella pneumoniae",2,"urine",1
"Ceftazidime","Thailand","0%",0,0,2,"Klebsiella pneumoniae",0,"urine",2
"Ceftazidime","Tunisia","0%",0,0,3,"Klebsiella pneumoniae",0,"urine",3
"Ciprofloxacin","Korea","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Ciprofloxacin","Thailand","0%",0,0,2,"Klebsiella pneumoniae",0,"urine",2
"Ceftriaxone","Philippines","0%",0,0,3,"Klebsiella pneumoniae",0,"urine",3
"Ertapenem","United Arab Emirates","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Ertapenem","Korea","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Ertapenem","Thailand","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Cefepime","Korea","0%",0,0,2,"Klebsiella pneumoniae",0,"urine",2
"Cefepime","Thailand","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Cefepime","Tunisia","50%",1,0,2,"Klebsiella pneumoniae",0,"urine",1
"Imipenem","United Arab Emirates","100%",0,0,1,"Klebsiella pneumoniae",1,"urine",0
"Imipenem","Korea","50%",0,0,2,"Klebsiella pneumoniae",1,"urine",1
"Imipenem","Philippines","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Imipenem","Tunisia","0%",0,0,3,"Klebsiella pneumoniae",0,"urine",3
"Cephalosporins","United Arab Emirates","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Cephalosporins","Philippines","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Cephalosporins","Thailand","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Carbapenems","Thailand","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Trimethoprim-sulfa","Korea","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Fluoroquinolones","Philippines","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Fluoroquinolones","Tunisia","100%",0,0,1,"Klebsiella pneumoniae",1,"urine",0
"Meropenem","Thailand","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Co-trimoxazole","Philippines","50%",0,0,2,"Klebsiella pneumoniae",1,"urine",1
"Co-trimoxazole","Thailand","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Ceftazidime","United Arab Emirates","0%",0,0,2,"Klebsiella pneumoniae",0,"urine",2
"Ceftazidime","Thailand","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Ceftazidime","Tunisia","0%",0,0,11,"Klebsiella pneumoniae",0,"urine",11
"Ciprofloxacin","Korea","100%",0,0,1,"Klebsiella pneumoniae",1,"urine",0
"Ciprofloxacin","Philippines","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Ciprofloxacin","Tunisia","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Colistin","United Arab Emirates","0%",0,0,3,"Klebsiella pneumoniae",0,"urine",3
"Colistin","Korea","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Colistin","Philippines","0%",0,0,2,"Klebsiella pneumoniae",0,"urine",2
"Colistin","Thailand","0%",0,0,2,"Klebsiella pneumoniae",0,"urine",2
"Colistin","Tunisia","0%",0,0,2,"Klebsiella pneumoniae",0,"urine",2
"Ceftriaxone","Philippines","78%",0,0,18,"Klebsiella pneumoniae",14,"urine",4
"Cefotaxime","United Arab Emirates","0%",0,0,3,"Klebsiella pneumoniae",0,"urine",3
"Cefotaxime","Korea","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Cefotaxime","Philippines","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Cefotaxime","Thailand","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Cefotaxime","Tunisia","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Doripenem","Thailand","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Ertapenem","United Arab Emirates","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Ertapenem","Philippines","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Ertapenem","Thailand","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Ertapenem","Tunisia","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Cefepime","Korea","100%",0,0,1,"Klebsiella pneumoniae",1,"urine",0
"Cefepime","Philippines","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Cefepime","Thailand","50%",0,0,2,"Klebsiella pneumoniae",1,"urine",1
"Cefepime","Tunisia","17%",0,0,6,"Klebsiella pneumoniae",1,"urine",5
"Imipenem","Korea","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Imipenem","Philippines","49%",0,0,35,"Klebsiella pneumoniae",17,"urine",18
"Cephalosporins","Tunisia","0%",0,0,2,"Klebsiella pneumoniae",0,"urine",2
"Carbapenems","United Arab Emirates","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Carbapenems","Philippines","64%",0,0,11,"Klebsiella pneumoniae",7,"urine",4
"Carbapenems","Tunisia","0%",0,0,2,"Klebsiella pneumoniae",0,"urine",2
"Trimethoprim-sulfa","Korea","100%",0,0,1,"Klebsiella pneumoniae",1,"urine",0
"Fluoroquinolones","Thailand","0%",0,0,2,"Klebsiella pneumoniae",0,"urine",2
"Levofloxacin","Thailand","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Meropenem","United Arab Emirates","0%",0,0,2,"Klebsiella pneumoniae",0,"urine",2
"Meropenem","Thailand","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Co-trimoxazole","Philippines","81%",0,0,21,"Klebsiella pneumoniae",17,"urine",4
"Co-trimoxazole","Thailand","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Ceftazidime","Korea","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Ceftazidime","Philippines","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Ceftazidime","Tunisia","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Ciprofloxacin","United Arab Emirates","100%",0,0,1,"Klebsiella pneumoniae",1,"urine",0
"Ciprofloxacin","Korea","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Ciprofloxacin","Tunisia","0%",0,0,11,"Klebsiella pneumoniae",0,"urine",11
"Colistin","Korea","100%",0,0,2,"Klebsiella pneumoniae",2,"urine",0
"Colistin","Philippines","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Colistin","Thailand","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Colistin","Tunisia","0%",0,0,2,"Klebsiella pneumoniae",0,"urine",2
"Ceftriaxone","United Arab Emirates","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Ceftriaxone","Thailand","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Cefotaxime","United Arab Emirates","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Cefotaxime","Korea","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Cefotaxime","Tunisia","0%",0,0,2,"Klebsiella pneumoniae",0,"urine",2
"Doripenem","Philippines","67%",1,0,3,"Klebsiella pneumoniae",1,"urine",1
"Cefepime","Korea","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Imipenem","United Arab Emirates","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Imipenem","Thailand","0%",0,0,2,"Klebsiella pneumoniae",0,"urine",2
"Cephalosporins","Philippines","0%",0,0,5,"Klebsiella pneumoniae",0,"urine",5
"Cephalosporins","Thailand","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Carbapenems","United Arab Emirates","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Carbapenems","Philippines","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Trimethoprim-sulfa","Korea","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Levofloxacin","United Arab Emirates","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Co-trimoxazole","Philippines","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Ceftazidime","Korea","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Ceftazidime","Thailand","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Ciprofloxacin","Korea","100%",0,0,1,"Klebsiella pneumoniae",1,"urine",0
"Ciprofloxacin","Philippines","0%",0,0,3,"Klebsiella pneumoniae",0,"urine",3
"Ciprofloxacin","Thailand","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Ceftriaxone","United Arab Emirates","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Cefotaxime","Tunisia","100%",0,0,1,"Klebsiella pneumoniae",1,"urine",0
"Ertapenem","United Arab Emirates","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Ertapenem","Philippines","100%",0,0,1,"Klebsiella pneumoniae",1,"urine",0
"Ertapenem","Thailand","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Ertapenem","Tunisia","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Cefepime","United Arab Emirates","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Cefepime","Korea","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Cefepime","Philippines","0%",0,0,5,"Klebsiella pneumoniae",0,"urine",5
"Cefepime","Thailand","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Cefepime","Tunisia","40%",1,0,5,"Klebsiella pneumoniae",1,"urine",3
"Imipenem","Korea","100%",0,0,6,"Klebsiella pneumoniae",6,"urine",0
"Imipenem","Tunisia","0%",0,0,4,"Klebsiella pneumoniae",0,"urine",4
"Cephalosporins","Philippines","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Carbapenems","United Arab Emirates","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Carbapenems","Tunisia","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Trimethoprim-sulfa","Korea","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Fluoroquinolones","United Arab Emirates","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Fluoroquinolones","Tunisia","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Levofloxacin","United Arab Emirates","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Levofloxacin","Philippines","0%",0,0,4,"Klebsiella pneumoniae",0,"urine",4
"Levofloxacin","Thailand","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Meropenem","Korea","100%",0,0,6,"Klebsiella pneumoniae",6,"urine",0
"Co-trimoxazole","United Arab Emirates","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Co-trimoxazole","Philippines","25%",0,0,4,"Klebsiella pneumoniae",1,"urine",3
"Co-trimoxazole","Thailand","100%",0,0,1,"Klebsiella pneumoniae",1,"urine",0
"Ceftazidime","Korea","100%",0,0,2,"Klebsiella pneumoniae",2,"urine",0
"Ceftazidime","Philippines","67%",0,0,3,"Klebsiella pneumoniae",2,"urine",1
"Ciprofloxacin","Korea","100%",0,0,1,"Klebsiella pneumoniae",1,"urine",0
"Ciprofloxacin","Philippines","0%",0,0,3,"Klebsiella pneumoniae",0,"urine",3
"Colistin","Philippines","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Colistin","Thailand","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Colistin","Tunisia","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Ceftriaxone","Thailand","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Cefotaxime","Korea","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Cefotaxime","Philippines","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Cefotaxime","Tunisia","60%",0,0,5,"Klebsiella pneumoniae",3,"urine",2
"Doripenem","Thailand","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Ertapenem","Korea","100%",0,0,1,"Klebsiella pneumoniae",1,"urine",0
"Ertapenem","Philippines","50%",1,0,6,"Klebsiella pneumoniae",2,"urine",3
"Ertapenem","Tunisia","50%",0,0,4,"Klebsiella pneumoniae",2,"urine",2
"Cefepime","Korea","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Cefepime","Thailand","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Cefepime","Tunisia","0%",0,0,3,"Klebsiella pneumoniae",0,"urine",3
"Imipenem","Philippines","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Imipenem","Thailand","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Imipenem","Tunisia","25%",0,0,8,"Klebsiella pneumoniae",2,"urine",6
"Carbapenems","Thailand","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Trimethoprim-sulfa","Korea","100%",0,0,1,"Klebsiella pneumoniae",1,"urine",0
"Fluoroquinolones","Tunisia","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Meropenem","Korea","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Co-trimoxazole","Philippines","33%",0,0,3,"Klebsiella pneumoniae",1,"urine",2
"Ceftazidime","Korea","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Ceftazidime","Tunisia","0%",0,0,5,"Klebsiella pneumoniae",0,"urine",5
"Ciprofloxacin","Philippines","50%",0,0,2,"Klebsiella pneumoniae",1,"urine",1
"Ceftriaxone","Philippines","0%",0,0,2,"Klebsiella pneumoniae",0,"urine",2
"Ceftriaxone","Thailand","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Cefotaxime","Korea","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Cefotaxime","Philippines","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Cefotaxime","Tunisia","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Ertapenem","Korea","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Ertapenem","Philippines","38%",0,0,8,"Klebsiella pneumoniae",3,"urine",5
"Ertapenem","Tunisia","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Cefepime","Korea","100%",0,0,1,"Klebsiella pneumoniae",1,"urine",0
"Cefepime","Thailand","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Imipenem","Korea","100%",0,0,1,"Klebsiella pneumoniae",1,"urine",0
"Imipenem","Philippines","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Cephalosporins","Philippines","0%",0,0,11,"Klebsiella pneumoniae",0,"urine",11
"Carbapenems","Philippines","100%",1,0,1,"Klebsiella pneumoniae",0,"urine",0
"Carbapenems","Thailand","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Fluoroquinolones","Tunisia","0%",0,0,2,"Klebsiella pneumoniae",0,"urine",2
"Levofloxacin","Philippines","75%",0,0,4,"Klebsiella pneumoniae",3,"urine",1
"Meropenem","Korea","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Ceftazidime","Korea","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Ceftazidime","Saudi Arabia","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Ceftazidime","Thailand","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Ciprofloxacin","Thailand","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Colistin","Korea","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Colistin","Thailand","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Colistin","Tunisia","13%",0,0,8,"Klebsiella pneumoniae",1,"urine",7
"Ceftriaxone","Thailand","0%",0,0,3,"Klebsiella pneumoniae",0,"urine",3
"Cefotaxime","Tunisia","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Doripenem","Philippines","100%",2,0,2,"Klebsiella pneumoniae",0,"urine",0
"Ertapenem","Korea","100%",0,0,2,"Klebsiella pneumoniae",2,"urine",0
"Ertapenem","Philippines","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Cefepime","Korea","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Cefepime","Philippines","43%",0,0,7,"Klebsiella pneumoniae",3,"urine",4
"Imipenem","Korea","50%",0,0,2,"Klebsiella pneumoniae",1,"urine",1
"Imipenem","Saudi Arabia","100%",0,0,1,"Klebsiella pneumoniae",1,"urine",0
"Cephalosporins","Saudi Arabia","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Carbapenems","Philippines","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Carbapenems","Saudi Arabia","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Carbapenems","Thailand","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Fluoroquinolones","Philippines","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Levofloxacin","Philippines","13%",0,0,8,"Klebsiella pneumoniae",1,"urine",7
"Meropenem","Korea","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Co-trimoxazole","Saudi Arabia","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Ceftazidime","Korea","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Ceftazidime","Thailand","0%",0,0,2,"Klebsiella pneumoniae",0,"urine",2
"Ceftazidime","Tunisia","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Ciprofloxacin","United Arab Emirates","8%",2,0,25,"Klebsiella pneumoniae",0,"urine",23
"Ciprofloxacin","Korea","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Colistin","United Arab Emirates","83%",5,0,6,"Klebsiella pneumoniae",0,"urine",1
"Colistin","Korea","100%",0,0,1,"Klebsiella pneumoniae",1,"urine",0
"Colistin","Thailand","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Ceftriaxone","United Arab Emirates","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Ceftriaxone","Philippines","67%",0,0,6,"Klebsiella pneumoniae",4,"urine",2
"Cefotaxime","Korea","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Cefotaxime","Philippines","50%",1,0,2,"Klebsiella pneumoniae",0,"urine",1
"Cefotaxime","Thailand","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Doripenem","Thailand","0%",0,0,2,"Klebsiella pneumoniae",0,"urine",2
"Ertapenem","Philippines","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Ertapenem","Saudi Arabia","100%",0,0,1,"Klebsiella pneumoniae",1,"urine",0
"Cefepime","United Arab Emirates","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Cefepime","Korea","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Cefepime","Philippines","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Cefepime","Saudi Arabia","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Imipenem","United Arab Emirates","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Imipenem","Korea","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Imipenem","Tunisia","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Cephalosporins","Philippines","33%",0,0,3,"Klebsiella pneumoniae",1,"urine",2
"Cephalosporins","Saudi Arabia","100%",0,0,1,"Klebsiella pneumoniae",1,"urine",0
"Carbapenems","United Arab Emirates","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Carbapenems","Saudi Arabia","100%",0,0,1,"Klebsiella pneumoniae",1,"urine",0
"Carbapenems","Thailand","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Carbapenems","Tunisia","100%",0,0,6,"Klebsiella pneumoniae",6,"urine",0
"Trimethoprim-sulfa","Korea","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Fluoroquinolones","United Arab Emirates","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Fluoroquinolones","Philippines","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Fluoroquinolones","Saudi Arabia","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Fluoroquinolones","Thailand","100%",0,0,1,"Klebsiella pneumoniae",1,"urine",0
"Levofloxacin","United Arab Emirates","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Levofloxacin","Saudi Arabia","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Meropenem","United Arab Emirates","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Meropenem","Thailand","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Co-trimoxazole","United Arab Emirates","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Co-trimoxazole","Philippines","0%",0,0,8,"Klebsiella pneumoniae",0,"urine",8
"Co-trimoxazole","Thailand","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Ceftazidime","United Arab Emirates","100%",0,0,1,"Klebsiella pneumoniae",1,"urine",0
"Ceftazidime","Korea","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Ceftazidime","Philippines","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Ceftazidime","Thailand","100%",1,0,2,"Klebsiella pneumoniae",1,"urine",0
"Ceftazidime","Tunisia","67%",0,0,3,"Klebsiella pneumoniae",2,"urine",1
"Ciprofloxacin","Korea","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Ciprofloxacin","Philippines","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Ciprofloxacin","Thailand","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Ciprofloxacin","Tunisia","17%",0,0,6,"Klebsiella pneumoniae",1,"urine",5
"Colistin","Korea","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Colistin","Philippines","0%",0,0,2,"Klebsiella pneumoniae",0,"urine",2
"Colistin","Thailand","50%",0,0,4,"Klebsiella pneumoniae",2,"urine",2
"Colistin","Tunisia","20%",0,0,5,"Klebsiella pneumoniae",1,"urine",4
"Ceftriaxone","Philippines","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Ceftriaxone","Saudi Arabia","0%",0,0,3,"Klebsiella pneumoniae",0,"urine",3
"Ceftriaxone","Thailand","50%",0,0,2,"Klebsiella pneumoniae",1,"urine",1
"Cefotaxime","United Arab Emirates","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Ertapenem","Korea","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Ertapenem","Thailand","",0,0,0,"Klebsiella pneumoniae",0,"urine",0
"Cefepime","United Arab Emirates","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Cefepime","Korea","100%",0,0,1,"Klebsiella pneumoniae",1,"urine",0
